party,per_2019,per_2014,state
BMUP,0.49%,0.12%,Goa
BMUP,0.49%,0.09%,Chandigarh
BMUP,0.49%,0.08%,Punjab
BMUP,0.49%,0.08%,Karnataka
BMUP,0.49%,0.06%,"Himachal Pradesh"
BMUP,0.49%,0.05%,Haryana
BMUP,0.49%,0.04%,Uttarakhand
BMUP,0.49%,0.04%,"NCT OF Delhi"
SSD,0.49%,0.21%,Bihar
SSD,0.49%,0.19%,"Uttar Pradesh"
ADRP,0.49%,NULL,NULL
ADUP,0.48%,0.27%,"Uttar Pradesh"
RSWD,0.47%,0.44%,Bihar
BRM,0.47%,NULL,NULL
BAEP,0.47%,NULL,NULL
NSBHP,0.46%,NULL,NULL
SDPI,0.46%,1.74%,Karnataka
SDPI,0.46%,1.13%,Kerala
SDPI,0.46%,0.98%,"Tamil Nadu"
SDPI,0.46%,0.84%,"West Bengal"
SDPI,0.46%,0.28%,"Madhya Pradesh"
HMSKP,0.46%,NULL,NULL
CPI(ML)(L),0.46%,2.72%,Jharkhand
CPI(ML)(L),0.46%,1.27%,Bihar
CPI(ML)(L),0.46%,0.70%,Assam
CPI(ML)(L),0.46%,0.64%,Gujarat
CPI(ML)(L),0.46%,0.47%,"West Bengal"
CPI(ML)(L),0.46%,0.36%,Tripura
CPI(ML)(L),0.46%,0.32%,Chandigarh
CPI(ML)(L),0.46%,0.28%,Uttarakhand
CPI(ML)(L),0.46%,0.26%,Punjab
CPI(ML)(L),0.46%,0.23%,Telangana
CPI(ML)(L),0.46%,0.22%,"Uttar Pradesh"
CPI(ML)(L),0.46%,0.18%,Rajasthan
CPI(ML)(L),0.46%,0.17%,"Tamil Nadu"
CPI(ML)(L),0.46%,0.16%,"Andaman & Nicobar Islands"
CPI(ML)(L),0.46%,0.13%,Karnataka
CPI(ML)(L),0.46%,0.05%,Puducherry
APoI,0.46%,0.39%,"Madhya Pradesh"
APoI,0.46%,0.16%,Rajasthan
APoI,0.46%,0.16%,Maharashtra
BNDl,0.46%,NULL,NULL
AAM,0.45%,NULL,NULL
JKP(N),0.45%,0.52%,"West Bengal"
JKP(N),0.45%,0.28%,Jharkhand
IND,0.45%,29.10%,Mizoram
IND,0.45%,6.14%,Meghalaya
IND,0.45%,1.73%,Assam
IND,0.45%,1.36%,Kerala
IND,0.45%,1.19%,Manipur
IND,0.45%,0.90%,Rajasthan
IND,0.45%,0.56%,Bihar
IND,0.45%,0.53%,Goa
IND,0.45%,0.53%,"Arunachal Pradesh"
IND,0.45%,0.49%,"Jammu & Kashmir"
IND,0.45%,0.47%,"Dadra & Nagar Haveli"
IND,0.45%,0.38%,"West Bengal"
IND,0.45%,0.37%,Tripura
IND,0.45%,0.36%,Jharkhand
IND,0.45%,0.28%,Punjab
IND,0.45%,0.26%,"Andaman & Nicobar Islands"
IND,0.45%,0.26%,"NCT OF Delhi"
IND,0.45%,0.26%,"Madhya Pradesh"
IND,0.45%,0.25%,Telangana
IND,0.45%,0.22%,Gujarat
IND,0.45%,0.22%,"Uttar Pradesh"
IND,0.45%,0.21%,"Himachal Pradesh"
IND,0.45%,0.21%,Maharashtra
IND,0.45%,0.19%,Uttarakhand
IND,0.45%,0.17%,Chandigarh
IND,0.45%,0.16%,Puducherry
IND,0.45%,0.15%,Karnataka
IND,0.45%,0.12%,"Tamil Nadu"
IND,0.45%,0.10%,Haryana
KS,0.44%,0.20%,Bihar
CPIM,0.44%,0.90%,Jharkhand
CPIM,0.44%,0.41%,Punjab
CPIM,0.44%,0.17%,Karnataka
CPIM,0.44%,0.16%,"Madhya Pradesh"
CPIM,0.44%,0.13%,"Uttar Pradesh"
CPIM,0.44%,0.12%,Kerala
CPIM,0.44%,0.11%,Maharashtra
CPIM,0.44%,0.10%,"West Bengal"
CPIM,0.44%,0.08%,"Tamil Nadu"
NOTA,0.44%,2.47%,Puducherry
NOTA,0.44%,1.92%,Meghalaya
NOTA,0.44%,1.51%,"Dadra & Nagar Haveli"
NOTA,0.44%,1.18%,"Daman & Diu"
NOTA,0.44%,1.17%,Sikkim
NOTA,0.44%,1.12%,Gujarat
NOTA,0.44%,1.06%,"Tamil Nadu"
NOTA,0.44%,1.00%,Tripura
NOTA,0.44%,0.95%,Goa
NOTA,0.44%,0.94%,Jharkhand
NOTA,0.44%,0.93%,Mizoram
NOTA,0.44%,0.91%,Bihar
NOTA,0.44%,0.91%,"West Bengal"
NOTA,0.44%,0.87%,Kerala
NOTA,0.44%,0.83%,"Arunachal Pradesh"
NOTA,0.44%,0.81%,"Madhya Pradesh"
NOTA,0.44%,0.78%,Assam
NOTA,0.44%,0.76%,Rajasthan
NOTA,0.44%,0.67%,Uttarakhand
NOTA,0.44%,0.61%,"Himachal Pradesh"
NOTA,0.44%,0.58%,"Andaman & Nicobar Islands"
NOTA,0.44%,0.56%,Karnataka
NOTA,0.44%,0.54%,Maharashtra
NOTA,0.44%,0.52%,Telangana
NOTA,0.44%,0.50%,Chandigarh
NOTA,0.44%,0.44%,"Jammu & Kashmir"
NOTA,0.44%,0.43%,"Uttar Pradesh"
NOTA,0.44%,0.42%,Manipur
NOTA,0.44%,0.31%,"NCT OF Delhi"
NOTA,0.44%,0.30%,Punjab
NOTA,0.44%,0.25%,Lakshadweep
NOTA,0.44%,0.23%,Nagaland
NOTA,0.44%,0.21%,Haryana
LKSGM,0.44%,NULL,NULL
BAHUMP,0.44%,NULL,NULL
JMM,0.44%,21.07%,Jharkhand
JMM,0.44%,1.59%,Bihar
JMM,0.44%,1.32%,Assam
JMM,0.44%,0.59%,"West Bengal"
JKNPP,0.44%,0.62%,"Jammu & Kashmir"
JKNPP,0.44%,0.20%,Bihar
JKNPP,0.44%,0.17%,Punjab
JKNPP,0.44%,0.04%,"NCT OF Delhi"
SHS,0.44%,29.93%,Maharashtra
SHS,0.44%,1.37%,Bihar
SHS,0.44%,0.21%,Kerala
SHS,0.44%,0.19%,"Dadra & Nagar Haveli"
SHS,0.44%,0.19%,"Himachal Pradesh"
SHS,0.44%,0.18%,Assam
SHS,0.44%,0.15%,"Madhya Pradesh"
SHS,0.44%,0.15%,"Uttar Pradesh"
SHS,0.44%,0.13%,Punjab
SHS,0.44%,0.06%,Uttarakhand
SHS,0.44%,0.04%,Telangana
SHS,0.44%,0.03%,"NCT OF Delhi"
YKP,0.44%,NULL,NULL
NCP,0.43%,43.40%,Lakshadweep
NCP,0.43%,29.82%,Bihar
NCP,0.43%,21.41%,Maharashtra
NCP,0.43%,15.62%,Gujarat
NCP,0.43%,6.71%,Manipur
NCP,0.43%,2.96%,Karnataka
NCP,0.43%,1.36%,"Arunachal Pradesh"
NCP,0.43%,0.82%,"Dadra & Nagar Haveli"
NCP,0.43%,0.72%,Rajasthan
NCP,0.43%,0.43%,"Andaman & Nicobar Islands"
NCP,0.43%,0.39%,"Uttar Pradesh"
NCP,0.43%,0.31%,Telangana
NCP,0.43%,0.15%,Punjab
APKSP,0.43%,NULL,NULL
CPIM,0.43%,0.90%,Jharkhand
CPIM,0.43%,0.41%,Punjab
CPIM,0.43%,0.17%,Karnataka
CPIM,0.43%,0.16%,"Madhya Pradesh"
CPIM,0.43%,0.13%,"Uttar Pradesh"
CPIM,0.43%,0.12%,Kerala
CPIM,0.43%,0.11%,Maharashtra
CPIM,0.43%,0.10%,"West Bengal"
CPIM,0.43%,0.08%,"Tamil Nadu"
AAAP,0.43%,21.42%,"NCT OF Delhi"
AAAP,0.43%,17.67%,Chandigarh
AAAP,0.43%,17.20%,Punjab
AAAP,0.43%,3.03%,Haryana
AAAP,0.43%,2.56%,Goa
AAAP,0.43%,1.69%,Mizoram
AAAP,0.43%,1.42%,Kerala
AAAP,0.43%,1.39%,"Andaman & Nicobar Islands"
AAAP,0.43%,1.35%,Maharashtra
AAAP,0.43%,1.32%,"Himachal Pradesh"
AAAP,0.43%,0.99%,Uttarakhand
AAAP,0.43%,0.92%,Puducherry
AAAP,0.43%,0.90%,Meghalaya
AAAP,0.43%,0.82%,"Arunachal Pradesh"
AAAP,0.43%,0.81%,Gujarat
AAAP,0.43%,0.73%,"Madhya Pradesh"
AAAP,0.43%,0.72%,Rajasthan
AAAP,0.43%,0.69%,Sikkim
AAAP,0.43%,0.65%,"Daman & Diu"
AAAP,0.43%,0.62%,"Uttar Pradesh"
AAAP,0.43%,0.59%,Jharkhand
AAAP,0.43%,0.59%,"Tamil Nadu"
AAAP,0.43%,0.55%,Karnataka
AAAP,0.43%,0.54%,Bihar
AAAP,0.43%,0.43%,Manipur
AAAP,0.43%,0.41%,Tripura
AAAP,0.43%,0.32%,"Dadra & Nagar Haveli"
AAAP,0.43%,0.30%,Telangana
AAAP,0.43%,0.26%,"Jammu & Kashmir"
AAAP,0.43%,0.25%,Assam
AAAP,0.43%,0.21%,"West Bengal"
SPL,0.43%,NULL,NULL
AIFB,0.41%,24.05%,"West Bengal"
AIFB,0.41%,0.44%,Jharkhand
AIFB,0.41%,0.31%,Assam
AIFB,0.41%,0.26%,Bihar
AIFB,0.41%,0.23%,"Madhya Pradesh"
AIFB,0.41%,0.11%,"Uttar Pradesh"
AIFB,0.41%,0.10%,Maharashtra
AIFB,0.41%,0.08%,"Andaman & Nicobar Islands"
AIFB,0.41%,0.08%,Haryana
AIFB,0.41%,0.07%,Punjab
AIFB,0.41%,0.06%,"Jammu & Kashmir"
AIFB,0.41%,0.06%,Telangana
AIFB,0.41%,0.03%,Rajasthan
AIFB,0.41%,0.03%,Karnataka
AIFB,0.41%,0.02%,"NCT OF Delhi"
CPI,0.41%,27.01%,Kerala
CPI,0.41%,26.14%,"West Bengal"
CPI,0.41%,23.08%,Manipur
CPI,0.41%,13.03%,Telangana
CPI,0.41%,12.42%,Bihar
CPI,0.41%,2.43%,Assam
CPI,0.41%,1.98%,"Tamil Nadu"
CPI,0.41%,1.90%,Jharkhand
CPI,0.41%,1.41%,Puducherry
CPI,0.41%,1.27%,Rajasthan
CPI,0.41%,1.15%,"Madhya Pradesh"
CPI,0.41%,0.95%,Goa
CPI,0.41%,0.94%,"Uttar Pradesh"
CPI,0.41%,0.86%,Maharashtra
CPI,0.41%,0.82%,Gujarat
CPI,0.41%,0.76%,Meghalaya
CPI,0.41%,0.74%,Punjab
CPI,0.41%,0.65%,Haryana
CPI,0.41%,0.64%,Karnataka
CPI,0.41%,0.51%,Uttarakhand
CPI,0.41%,0.36%,Lakshadweep
CPI,0.41%,0.26%,"NCT OF Delhi"
IND,0.41%,29.10%,Mizoram
IND,0.41%,6.14%,Meghalaya
IND,0.41%,1.73%,Assam
IND,0.41%,1.36%,Kerala
IND,0.41%,1.19%,Manipur
IND,0.41%,0.90%,Rajasthan
IND,0.41%,0.56%,Bihar
IND,0.41%,0.53%,Goa
IND,0.41%,0.53%,"Arunachal Pradesh"
IND,0.41%,0.49%,"Jammu & Kashmir"
IND,0.41%,0.47%,"Dadra & Nagar Haveli"
IND,0.41%,0.38%,"West Bengal"
IND,0.41%,0.37%,Tripura
IND,0.41%,0.36%,Jharkhand
IND,0.41%,0.28%,Punjab
IND,0.41%,0.26%,"Andaman & Nicobar Islands"
IND,0.41%,0.26%,"NCT OF Delhi"
IND,0.41%,0.26%,"Madhya Pradesh"
IND,0.41%,0.25%,Telangana
IND,0.41%,0.22%,Gujarat
IND,0.41%,0.22%,"Uttar Pradesh"
IND,0.41%,0.21%,"Himachal Pradesh"
IND,0.41%,0.21%,Maharashtra
IND,0.41%,0.19%,Uttarakhand
IND,0.41%,0.17%,Chandigarh
IND,0.41%,0.16%,Puducherry
IND,0.41%,0.15%,Karnataka
IND,0.41%,0.12%,"Tamil Nadu"
IND,0.41%,0.10%,Haryana
CPIM,0.40%,0.90%,Jharkhand
CPIM,0.40%,0.41%,Punjab
CPIM,0.40%,0.17%,Karnataka
CPIM,0.40%,0.16%,"Madhya Pradesh"
CPIM,0.40%,0.13%,"Uttar Pradesh"
CPIM,0.40%,0.12%,Kerala
CPIM,0.40%,0.11%,Maharashtra
CPIM,0.40%,0.10%,"West Bengal"
CPIM,0.40%,0.08%,"Tamil Nadu"
AIJAP,0.40%,NULL,NULL
VPI,0.40%,NULL,NULL
UPP,0.40%,0.16%,Uttarakhand
VPI,0.40%,NULL,NULL
SBSP,0.40%,0.53%,"Uttar Pradesh"
SBSP,0.40%,0.46%,Bihar
IDRP,0.40%,NULL,NULL
IND,0.40%,29.10%,Mizoram
IND,0.40%,6.14%,Meghalaya
IND,0.40%,1.73%,Assam
IND,0.40%,1.36%,Kerala
IND,0.40%,1.19%,Manipur
IND,0.40%,0.90%,Rajasthan
IND,0.40%,0.56%,Bihar
IND,0.40%,0.53%,Goa
IND,0.40%,0.53%,"Arunachal Pradesh"
IND,0.40%,0.49%,"Jammu & Kashmir"
IND,0.40%,0.47%,"Dadra & Nagar Haveli"
IND,0.40%,0.38%,"West Bengal"
IND,0.40%,0.37%,Tripura
IND,0.40%,0.36%,Jharkhand
IND,0.40%,0.28%,Punjab
IND,0.40%,0.26%,"Andaman & Nicobar Islands"
IND,0.40%,0.26%,"NCT OF Delhi"
IND,0.40%,0.26%,"Madhya Pradesh"
IND,0.40%,0.25%,Telangana
IND,0.40%,0.22%,Gujarat
IND,0.40%,0.22%,"Uttar Pradesh"
IND,0.40%,0.21%,"Himachal Pradesh"
IND,0.40%,0.21%,Maharashtra
IND,0.40%,0.19%,Uttarakhand
IND,0.40%,0.17%,Chandigarh
IND,0.40%,0.16%,Puducherry
IND,0.40%,0.15%,Karnataka
IND,0.40%,0.12%,"Tamil Nadu"
IND,0.40%,0.10%,Haryana
NOTA,0.40%,2.47%,Puducherry
NOTA,0.40%,1.92%,Meghalaya
NOTA,0.40%,1.51%,"Dadra & Nagar Haveli"
NOTA,0.40%,1.18%,"Daman & Diu"
NOTA,0.40%,1.17%,Sikkim
NOTA,0.40%,1.12%,Gujarat
NOTA,0.40%,1.06%,"Tamil Nadu"
NOTA,0.40%,1.00%,Tripura
NOTA,0.40%,0.95%,Goa
NOTA,0.40%,0.94%,Jharkhand
NOTA,0.40%,0.93%,Mizoram
NOTA,0.40%,0.91%,Bihar
NOTA,0.40%,0.91%,"West Bengal"
NOTA,0.40%,0.87%,Kerala
NOTA,0.40%,0.83%,"Arunachal Pradesh"
NOTA,0.40%,0.81%,"Madhya Pradesh"
NOTA,0.40%,0.78%,Assam
NOTA,0.40%,0.76%,Rajasthan
NOTA,0.40%,0.67%,Uttarakhand
NOTA,0.40%,0.61%,"Himachal Pradesh"
NOTA,0.40%,0.58%,"Andaman & Nicobar Islands"
NOTA,0.40%,0.56%,Karnataka
NOTA,0.40%,0.54%,Maharashtra
NOTA,0.40%,0.52%,Telangana
NOTA,0.40%,0.50%,Chandigarh
NOTA,0.40%,0.44%,"Jammu & Kashmir"
NOTA,0.40%,0.43%,"Uttar Pradesh"
NOTA,0.40%,0.42%,Manipur
NOTA,0.40%,0.31%,"NCT OF Delhi"
NOTA,0.40%,0.30%,Punjab
NOTA,0.40%,0.25%,Lakshadweep
NOTA,0.40%,0.23%,Nagaland
NOTA,0.40%,0.21%,Haryana
CPI(ML)(L),0.39%,2.72%,Jharkhand
CPI(ML)(L),0.39%,1.27%,Bihar
CPI(ML)(L),0.39%,0.70%,Assam
CPI(ML)(L),0.39%,0.64%,Gujarat
CPI(ML)(L),0.39%,0.47%,"West Bengal"
CPI(ML)(L),0.39%,0.36%,Tripura
CPI(ML)(L),0.39%,0.32%,Chandigarh
CPI(ML)(L),0.39%,0.28%,Uttarakhand
CPI(ML)(L),0.39%,0.26%,Punjab
CPI(ML)(L),0.39%,0.23%,Telangana
CPI(ML)(L),0.39%,0.22%,"Uttar Pradesh"
CPI(ML)(L),0.39%,0.18%,Rajasthan
CPI(ML)(L),0.39%,0.17%,"Tamil Nadu"
CPI(ML)(L),0.39%,0.16%,"Andaman & Nicobar Islands"
CPI(ML)(L),0.39%,0.13%,Karnataka
CPI(ML)(L),0.39%,0.05%,Puducherry
AIFB,0.39%,24.05%,"West Bengal"
AIFB,0.39%,0.44%,Jharkhand
AIFB,0.39%,0.31%,Assam
AIFB,0.39%,0.26%,Bihar
AIFB,0.39%,0.23%,"Madhya Pradesh"
AIFB,0.39%,0.11%,"Uttar Pradesh"
AIFB,0.39%,0.10%,Maharashtra
AIFB,0.39%,0.08%,"Andaman & Nicobar Islands"
AIFB,0.39%,0.08%,Haryana
AIFB,0.39%,0.07%,Punjab
AIFB,0.39%,0.06%,"Jammu & Kashmir"
AIFB,0.39%,0.06%,Telangana
AIFB,0.39%,0.03%,Rajasthan
AIFB,0.39%,0.03%,Karnataka
AIFB,0.39%,0.02%,"NCT OF Delhi"
RPWP,0.39%,NULL,NULL
PSPU,0.38%,NULL,NULL
INCP,0.38%,NULL,NULL
IND,0.38%,29.10%,Mizoram
IND,0.38%,6.14%,Meghalaya
IND,0.38%,1.73%,Assam
IND,0.38%,1.36%,Kerala
IND,0.38%,1.19%,Manipur
IND,0.38%,0.90%,Rajasthan
IND,0.38%,0.56%,Bihar
IND,0.38%,0.53%,Goa
IND,0.38%,0.53%,"Arunachal Pradesh"
IND,0.38%,0.49%,"Jammu & Kashmir"
IND,0.38%,0.47%,"Dadra & Nagar Haveli"
IND,0.38%,0.38%,"West Bengal"
IND,0.38%,0.37%,Tripura
IND,0.38%,0.36%,Jharkhand
IND,0.38%,0.28%,Punjab
IND,0.38%,0.26%,"Andaman & Nicobar Islands"
IND,0.38%,0.26%,"NCT OF Delhi"
IND,0.38%,0.26%,"Madhya Pradesh"
IND,0.38%,0.25%,Telangana
IND,0.38%,0.22%,Gujarat
IND,0.38%,0.22%,"Uttar Pradesh"
IND,0.38%,0.21%,"Himachal Pradesh"
IND,0.38%,0.21%,Maharashtra
IND,0.38%,0.19%,Uttarakhand
IND,0.38%,0.17%,Chandigarh
IND,0.38%,0.16%,Puducherry
IND,0.38%,0.15%,Karnataka
IND,0.38%,0.12%,"Tamil Nadu"
IND,0.38%,0.10%,Haryana
BSP,0.38%,11.46%,"Uttar Pradesh"
BSP,0.38%,3.27%,Haryana
BSP,0.38%,2.92%,Uttarakhand
BSP,0.38%,2.59%,Chandigarh
BSP,0.38%,2.34%,"Madhya Pradesh"
BSP,0.38%,1.60%,Rajasthan
BSP,0.38%,1.57%,Maharashtra
BSP,0.38%,1.34%,Punjab
BSP,0.38%,1.20%,Bihar
BSP,0.38%,0.93%,"Jammu & Kashmir"
BSP,0.38%,0.80%,"NCT OF Delhi"
BSP,0.38%,0.69%,Jharkhand
BSP,0.38%,0.65%,Gujarat
BSP,0.38%,0.64%,Telangana
BSP,0.38%,0.57%,Karnataka
BSP,0.38%,0.50%,"Dadra & Nagar Haveli"
BSP,0.38%,0.48%,"Himachal Pradesh"
BSP,0.38%,0.45%,"West Bengal"
BSP,0.38%,0.44%,"Daman & Diu"
BSP,0.38%,0.42%,"Andaman & Nicobar Islands"
BSP,0.38%,0.29%,Kerala
BSP,0.38%,0.28%,"Tamil Nadu"
BSP,0.38%,0.23%,Puducherry
BMUP,0.37%,0.32%,Jharkhand
BMUP,0.37%,0.28%,Bihar
BMUP,0.37%,0.26%,Maharashtra
BMUP,0.37%,0.25%,Rajasthan
BMUP,0.37%,0.24%,"West Bengal"
BMUP,0.37%,0.23%,Gujarat
BMUP,0.37%,0.18%,"Dadra & Nagar Haveli"
BMUP,0.37%,0.15%,"Uttar Pradesh"
BMUP,0.37%,0.14%,Telangana
BMUP,0.37%,0.14%,"Madhya Pradesh"
BMUP,0.37%,0.12%,Goa
BMUP,0.37%,0.09%,Chandigarh
BMUP,0.37%,0.08%,Punjab
BMUP,0.37%,0.08%,Karnataka
BMUP,0.37%,0.06%,"Himachal Pradesh"
BMUP,0.37%,0.05%,Haryana
BMUP,0.37%,0.04%,Uttarakhand
BMUP,0.37%,0.04%,"NCT OF Delhi"
LSD,0.37%,NULL,NULL
AMB,0.37%,0.46%,Jharkhand
AMB,0.37%,0.29%,Tripura
AMB,0.37%,0.28%,"West Bengal"
APoI,0.37%,0.39%,"Madhya Pradesh"
APoI,0.37%,0.16%,Rajasthan
APoI,0.37%,0.16%,Maharashtra
HND,0.36%,0.13%,Maharashtra
HND,0.36%,0.07%,Gujarat
HND,0.36%,0.03%,"NCT OF Delhi"
IND,0.36%,29.10%,Mizoram
IND,0.36%,6.14%,Meghalaya
IND,0.36%,1.73%,Assam
IND,0.36%,1.36%,Kerala
IND,0.36%,1.19%,Manipur
IND,0.36%,0.90%,Rajasthan
IND,0.36%,0.56%,Bihar
IND,0.36%,0.53%,Goa
IND,0.36%,0.53%,"Arunachal Pradesh"
IND,0.36%,0.49%,"Jammu & Kashmir"
IND,0.36%,0.47%,"Dadra & Nagar Haveli"
IND,0.36%,0.38%,"West Bengal"
IND,0.36%,0.37%,Tripura
IND,0.36%,0.36%,Jharkhand
IND,0.36%,0.28%,Punjab
IND,0.36%,0.26%,"Andaman & Nicobar Islands"
IND,0.36%,0.26%,"NCT OF Delhi"
IND,0.36%,0.26%,"Madhya Pradesh"
IND,0.36%,0.25%,Telangana
IND,0.36%,0.22%,Gujarat
IND,0.36%,0.22%,"Uttar Pradesh"
IND,0.36%,0.21%,"Himachal Pradesh"
IND,0.36%,0.21%,Maharashtra
IND,0.36%,0.19%,Uttarakhand
IND,0.36%,0.17%,Chandigarh
IND,0.36%,0.16%,Puducherry
IND,0.36%,0.15%,Karnataka
IND,0.36%,0.12%,"Tamil Nadu"
IND,0.36%,0.10%,Haryana
BSP,0.36%,11.46%,"Uttar Pradesh"
BSP,0.36%,3.27%,Haryana
BSP,0.36%,2.92%,Uttarakhand
BSP,0.36%,2.59%,Chandigarh
BSP,0.36%,2.34%,"Madhya Pradesh"
BSP,0.36%,1.60%,Rajasthan
BSP,0.36%,1.57%,Maharashtra
BSP,0.36%,1.34%,Punjab
BSP,0.36%,1.20%,Bihar
BSP,0.36%,0.93%,"Jammu & Kashmir"
BSP,0.36%,0.80%,"NCT OF Delhi"
BSP,0.36%,0.69%,Jharkhand
BSP,0.36%,0.65%,Gujarat
BSP,0.36%,0.64%,Telangana
BSP,0.36%,0.57%,Karnataka
BSP,0.36%,0.50%,"Dadra & Nagar Haveli"
BSP,0.36%,0.48%,"Himachal Pradesh"
BSP,0.36%,0.45%,"West Bengal"
BSP,0.36%,0.44%,"Daman & Diu"
BSP,0.36%,0.42%,"Andaman & Nicobar Islands"
BSP,0.36%,0.29%,Kerala
BSP,0.36%,0.28%,"Tamil Nadu"
BSP,0.36%,0.23%,Puducherry
BMUP,0.36%,0.32%,Jharkhand
BMUP,0.36%,0.28%,Bihar
BMUP,0.36%,0.26%,Maharashtra
BMUP,0.36%,0.25%,Rajasthan
BMUP,0.36%,0.24%,"West Bengal"
BMUP,0.36%,0.23%,Gujarat
BMUP,0.36%,0.18%,"Dadra & Nagar Haveli"
BMUP,0.36%,0.15%,"Uttar Pradesh"
BMUP,0.36%,0.14%,Telangana
BMUP,0.36%,0.14%,"Madhya Pradesh"
BMUP,0.36%,0.12%,Goa
BMUP,0.36%,0.09%,Chandigarh
BMUP,0.36%,0.08%,Punjab
BMUP,0.36%,0.08%,Karnataka
BMUP,0.36%,0.06%,"Himachal Pradesh"
BMUP,0.36%,0.05%,Haryana
BMUP,0.36%,0.04%,Uttarakhand
BMUP,0.36%,0.04%,"NCT OF Delhi"
MLPOIRF,0.35%,NULL,NULL
BALP,0.35%,NULL,NULL
ABHM,0.35%,0.50%,"Tamil Nadu"
ABHM,0.35%,0.44%,Jharkhand
ABHM,0.35%,0.26%,"Uttar Pradesh"
ABHM,0.35%,0.21%,Rajasthan
ABHM,0.35%,0.12%,"Madhya Pradesh"
ABHM,0.35%,0.10%,Maharashtra
ABHM,0.35%,0.10%,Haryana
PPID,0.35%,NULL,NULL
PMP,0.35%,NULL,NULL
CPI,0.35%,27.01%,Kerala
CPI,0.35%,26.14%,"West Bengal"
CPI,0.35%,23.08%,Manipur
CPI,0.35%,13.03%,Telangana
CPI,0.35%,12.42%,Bihar
CPI,0.35%,2.43%,Assam
CPI,0.35%,1.98%,"Tamil Nadu"
CPI,0.35%,1.90%,Jharkhand
CPI,0.35%,1.41%,Puducherry
CPI,0.35%,1.27%,Rajasthan
CPI,0.35%,1.15%,"Madhya Pradesh"
CPI,0.35%,0.95%,Goa
CPI,0.35%,0.94%,"Uttar Pradesh"
CPI,0.35%,0.86%,Maharashtra
CPI,0.35%,0.82%,Gujarat
CPI,0.35%,0.76%,Meghalaya
CPI,0.35%,0.74%,Punjab
CPI,0.35%,0.65%,Haryana
CPI,0.35%,0.64%,Karnataka
CPI,0.35%,0.51%,Uttarakhand
CPI,0.35%,0.36%,Lakshadweep
CPI,0.35%,0.26%,"NCT OF Delhi"
SKPP,0.35%,NULL,NULL
BJAZP,0.35%,NULL,NULL
SADSP,0.35%,NULL,NULL
NCP,0.34%,43.40%,Lakshadweep
NCP,0.34%,29.82%,Bihar
NCP,0.34%,21.41%,Maharashtra
NCP,0.34%,15.62%,Gujarat
NCP,0.34%,6.71%,Manipur
NCP,0.34%,2.96%,Karnataka
NCP,0.34%,1.36%,"Arunachal Pradesh"
NCP,0.34%,0.82%,"Dadra & Nagar Haveli"
NCP,0.34%,0.72%,Rajasthan
NCP,0.34%,0.43%,"Andaman & Nicobar Islands"
NCP,0.34%,0.39%,"Uttar Pradesh"
NCP,0.34%,0.31%,Telangana
NCP,0.34%,0.15%,Punjab
GJNP,0.34%,NULL,NULL
JD(U),0.34%,9.36%,Bihar
JD(U),0.34%,1.28%,Rajasthan
JD(U),0.34%,1.12%,Jharkhand
JD(U),0.34%,0.77%,"Madhya Pradesh"
JD(U),0.34%,0.54%,Gujarat
JD(U),0.34%,0.33%,Maharashtra
JD(U),0.34%,0.25%,Telangana
JD(U),0.34%,0.24%,"Uttar Pradesh"
JD(U),0.34%,0.19%,Punjab
JD(U),0.34%,0.15%,"West Bengal"
JD(U),0.34%,0.12%,Manipur
JD(U),0.34%,0.12%,"Dadra & Nagar Haveli"
JD(U),0.34%,0.12%,Karnataka
JD(U),0.34%,0.10%,Kerala
JD(U),0.34%,0.07%,Chandigarh
JD(U),0.34%,0.06%,Haryana
JD(U),0.34%,0.03%,Puducherry
JD(U),0.34%,0.02%,"Tamil Nadu"
BJKVP,0.34%,0.23%,Bihar
PBI,0.34%,0.15%,Bihar
RsAD,0.34%,0.58%,"Madhya Pradesh"
RsAD,0.34%,0.07%,"Uttar Pradesh"
IND,0.34%,29.10%,Mizoram
IND,0.34%,6.14%,Meghalaya
IND,0.34%,1.73%,Assam
IND,0.34%,1.36%,Kerala
IND,0.34%,1.19%,Manipur
IND,0.34%,0.90%,Rajasthan
IND,0.34%,0.56%,Bihar
IND,0.34%,0.53%,Goa
IND,0.34%,0.53%,"Arunachal Pradesh"
IND,0.34%,0.49%,"Jammu & Kashmir"
IND,0.34%,0.47%,"Dadra & Nagar Haveli"
IND,0.34%,0.38%,"West Bengal"
IND,0.34%,0.37%,Tripura
IND,0.34%,0.36%,Jharkhand
IND,0.34%,0.28%,Punjab
IND,0.34%,0.26%,"Andaman & Nicobar Islands"
IND,0.34%,0.26%,"NCT OF Delhi"
IND,0.34%,0.26%,"Madhya Pradesh"
IND,0.34%,0.25%,Telangana
IND,0.34%,0.22%,Gujarat
IND,0.34%,0.22%,"Uttar Pradesh"
IND,0.34%,0.21%,"Himachal Pradesh"
IND,0.34%,0.21%,Maharashtra
IND,0.34%,0.19%,Uttarakhand
IND,0.34%,0.17%,Chandigarh
IND,0.34%,0.16%,Puducherry
IND,0.34%,0.15%,Karnataka
IND,0.34%,0.12%,"Tamil Nadu"
IND,0.34%,0.10%,Haryana
BTP,0.34%,NULL,NULL
NPSF,0.34%,NULL,NULL
SUCI(C),0.33%,NULL,NULL
AABHAP,0.33%,NULL,NULL
